customerID,tenure,PhoneService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgCharge,NormalizedAvgCharge
1925-LFCZZ,55,0,1,2,50.05,2743.45,0,49.88,3.909620120811836
8039-EQPIM,69,0,2,2,60.25,4055.5,0,58.78,4.073801660990771
6900-PXRMS,26,1,0,0,105.75,2710.25,1,104.24,4.6466959328165895
8707-RMEZH,69,1,1,3,87.3,6055.55,0,87.76,4.474605815966975
3346-BRMIS,18,0,0,0,48.35,810.7,1,45.04,3.807550983831435
3209-ZPKFI,47,1,0,0,54.25,2538.2,0,54.0,3.9889840465642745
6479-VDGRK,72,1,2,2,85.3,6129.2,0,85.13,4.444179499895966
9373-WSLOY,33,0,0,0,50.0,1750.85,0,53.06,3.971423348709594
2933-FILNV,2,0,0,1,24.4,36.55,1,18.27,2.9052603703899154
3569-JFODW,72,1,2,3,90.95,6652.45,0,92.4,4.526126978647638
9819-FBNSV,37,1,0,2,72.25,2575.45,0,69.61,4.242908235180575
9544-PYPSJ,62,1,0,3,96.1,6019.35,0,97.09,4.575638383382054
1591-XWLGB,71,1,2,3,19.85,1379.6,0,19.43,2.9668182633893485
0396-UKGAI,23,1,0,2,55.3,1284.2,0,55.83,4.022311359322269
3243-ZHOHY,16,1,1,1,20.1,296.15,0,18.51,2.9183111265854063
5186-EJEGL,9,1,0,1,69.5,653.25,0,72.58,4.284689401784925
7527-QNRUS,17,1,2,1,25.15,412.6,0,24.27,3.18924101973851
9986-BONCE,4,1,0,2,20.95,85.5,1,21.38,3.062455905596899
2722-JMONI,1,1,0,0,49.55,49.55,1,49.55,3.902982260775997
2203-GHNWN,24,1,0,1,79.65,1928.7,0,80.36,4.386516539946734
3878-AVSOQ,1,1,0,0,71.25,71.25,0,71.25,4.26619481914876
3258-SYSWS,72,1,2,2,113.8,7845.8,0,108.97,4.691072614988795
5296-PSYVW,72,1,2,0,24.55,1750.7,0,24.32,3.1912990570979662
6319-QSUSR,11,1,0,3,19.7,216.2,0,19.65,2.9780773383152703
4083-EUGRJ,9,1,0,1,20.25,178.5,1,19.83,2.9871959425317045
7579-OOPEC,2,1,0,3,50.15,115.1,1,57.55,4.0526541351678915
0512-FLFDW,60,1,1,3,100.5,6029.0,0,100.48,4.609958702719888
1771-OADNZ,29,1,0,0,95.9,2745.2,1,94.66,4.5502915244781015
0487-CRLZF,49,1,2,2,74.45,3721.9,0,75.96,4.330206885944085
2107-FBPTK,30,1,0,0,104.1,3121.1,0,104.04,4.64477544058045
9451-WLYRI,53,1,1,3,19.05,990.45,0,18.69,2.9279886214674717
8219-VYBVI,39,1,2,1,25.0,1004.35,0,25.75,3.248434627109745
1991-VOPLL,9,1,0,1,19.05,157.65,0,17.52,2.8633430855082453
9738-QLWTP,39,1,1,0,81.9,3219.75,0,82.56,4.4135253017332525
1016-DJTSV,8,1,0,0,69.7,572.85,0,71.61,4.271234729018849
9419-IPPBE,51,1,1,0,90.15,4554.85,0,89.31,4.4921134636957945
0174-QRVVY,71,1,2,3,25.35,1847.55,0,26.02,3.2588654730843594
5699-BNCAS,71,1,2,1,24.65,1766.75,0,24.88,3.2140642678709788
2900-PHPLN,70,1,2,3,19.55,1462.05,0,20.89,3.0392705755684744
0612-RTZZA,1,0,0,0,25.25,25.25,1,25.25,3.228826155721369
8106-GWQOK,38,0,2,2,60.0,2193.2,0,57.72,4.05560373390567
8751-EDEKA,28,1,0,3,89.9,2433.5,0,86.91,4.464873100449369
6878-GGDWG,32,1,0,2,19.4,641.15,0,20.04,2.997730276216664
4039-PIMHX,49,1,2,1,49.8,2398.4,0,48.95,3.8907993689765195
8450-LUGUK,37,1,2,2,24.1,861.85,0,23.29,3.1480240838962494
3604-WLABM,10,1,0,0,54.25,583.0,0,58.3,4.065602093356446
0795-GMVQO,67,1,1,3,109.9,7332.4,0,109.44,4.69537645387424
2259-OUUSZ,7,0,1,3,35.5,249.55,0,35.65,3.573749146860305
1142-IHLOO,51,1,1,3,87.55,4475.9,0,87.76,4.474605815966975
6410-LEFEN,9,1,0,0,45.15,416.45,1,46.27,3.8344938029189084
4633-MKHYU,9,1,0,1,88.4,788.6,0,87.62,4.473009282385752
6257-RJOHI,4,1,0,1,50.8,202.3,0,50.58,3.923556241241819
1545-JFUML,71,1,2,0,99.0,6994.6,0,98.52,4.590259573252337
3194-ORPIK,50,1,0,2,84.4,4116.15,1,82.32,4.410614091525794
7826-VVKWT,24,1,2,0,96.55,2263.45,0,94.31,4.546587228555794
1353-GHZOS,22,1,1,2,59.75,1374.35,0,62.47,4.134686441505479
2587-EKXTS,44,1,0,0,111.5,4915.15,0,111.71,4.715906227582757
5442-BXVND,33,1,0,2,24.25,838.5,0,25.41,3.2351427973320726
8816-VXNZD,1,1,0,0,75.1,75.1,1,75.1,4.318820558770089
9378-FXTIZ,54,1,1,3,70.15,3715.65,1,68.81,4.231349083214389
1723-HKXJQ,42,1,0,0,101.75,4273.45,1,101.75,4.622518824322705
7825-GKXMW,1,1,0,0,45.8,45.8,1,45.8,3.824284091120139
9753-OYLBX,1,1,0,1,20.5,20.5,0,20.5,3.0204248861443626
2364-UFROM,30,1,1,0,70.4,2044.75,0,68.16,4.221857882521061
6656-JWRQX,1,0,0,1,30.55,30.55,0,30.55,3.4193646856176043
6473-ULUHT,16,1,0,0,84.9,1398.25,0,87.39,4.4703808596394525
1240-KNSEZ,1,1,0,1,20.1,20.1,1,20.1,3.0007198150650303
0836-SEYLU,9,0,0,1,40.65,328.95,1,36.55,3.5986811861957873
4433-JCGCG,46,1,0,0,101.0,4680.05,1,101.74,4.622420539394619
3716-BDVDB,1,1,0,0,69.1,69.1,1,69.1,4.235554730773624
7688-AWMDX,71,1,2,2,54.5,3778.2,0,53.21,3.9742463486082777
2842-BCQGE,43,1,0,3,75.35,3161.4,0,73.52,4.297557478047431
7244-QWYHG,50,0,1,2,44.45,2188.45,0,43.77,3.778948651202804
5899-MQZZL,13,1,0,1,75.0,999.45,1,76.88,4.342245764662037
6849-OYAMU,19,1,1,2,100.0,1888.65,1,99.4,4.599152113662528
5312-UXESG,41,1,0,2,98.05,3990.6,0,97.33,4.578107266438402
9488-HGMJH,1,1,0,0,71.15,71.15,1,71.15,4.264790324535862
6038-GCYEC,24,0,0,3,54.15,1240.25,1,51.68,3.945070859474346
2150-WLKUW,40,1,1,2,63.9,2635.0,0,65.88,4.1878349053094395
7159-FVYPK,3,1,0,2,69.15,235.0,0,78.33,4.360930671379148
7032-LMBHI,37,1,1,2,64.65,2347.85,0,63.46,4.150409786155049
1150-WFARN,67,1,2,3,108.75,7156.2,1,106.81,4.671051555101604
6088-BXMRG,32,1,0,0,98.85,3089.6,0,96.55,4.570061008874523
3144-AUDBS,6,1,0,0,49.15,270.8,1,45.13,3.80954721383891
4821-SJHJV,32,1,0,0,89.6,2901.8,0,90.68,4.507336825639328
7346-MEDWM,59,1,0,0,83.25,4949.1,0,83.88,4.429387206033719
1137-DGOWI,30,1,1,2,70.25,2198.9,0,73.3,4.294560608892605
5616-PRTNT,20,1,0,0,19.4,374.5,1,18.73,2.930126516455997
3812-LRZIR,27,1,2,0,24.5,761.95,0,28.22,3.340030946424668
4818-QIUFN,20,1,0,0,79.15,1520.9,1,76.04,4.331259517620229
9483-GCPWE,9,1,1,1,20.1,190.25,0,21.14,3.051166980442092
4227-OJHAL,68,1,1,3,73.0,5163.0,0,75.93,4.329811863225142
9220-CXRSC,69,1,2,3,61.4,4059.85,0,58.84,4.074821895733237
4993-JCRGJ,26,1,0,1,84.3,2281.6,0,87.75,4.4744918623459755
9537-JALFH,69,1,2,2,19.9,1356.7,0,19.66,2.9785861147190205
6698-OXETB,11,1,2,1,20.4,231.45,0,21.04,3.046425387869509
2103-ZRXFN,1,1,0,1,50.75,50.75,0,50.75,3.926911617921897
3724-BSCVH,10,1,1,1,20.45,242.4,0,24.24,3.1880041612011136
4877-TSOFF,55,1,1,2,75.75,4264.25,0,77.53,4.350664958230868
9209-NWPGU,44,1,1,0,65.4,2774.55,0,63.06,4.144086654116915
6961-VCPMC,46,1,0,0,80.4,3605.2,1,78.37,4.361441201064773
7306-YDSOI,69,1,2,2,59.75,4069.9,0,58.98,4.07719840338713
5288-AHOUP,11,1,0,0,78.5,874.2,0,79.47,4.375379591952088
6688-UZPWD,11,1,0,0,102.0,1145.35,1,104.12,4.645544080126364
0655-YDGFJ,29,1,0,2,48.95,1323.7,0,45.64,3.8207845249938748
8468-EHYJA,57,1,0,0,99.65,5497.05,0,96.44,4.5689210533129705
6823-SIDFQ,28,1,1,3,18.25,534.7,0,19.1,2.9496883350525844
1097-FSPVW,42,1,0,3,54.55,2455.05,0,58.45,4.068171687918078
2839-RFSQE,2,1,0,1,20.65,38.7,1,19.35,2.962692419475791
8328-SKJNO,23,0,1,2,40.65,947.4,0,41.19,3.718195508447989
7010-ZMVBF,18,1,0,1,20.45,357.0,0,19.83,2.9871959425317045
5201-CBWYG,62,1,1,2,24.8,1476.25,0,23.81,3.170105660498771
0968-GSIKN,1,1,0,1,70.8,70.8,1,70.8,4.259859000699674
1965-DDBWU,16,1,0,3,89.05,1448.6,1,90.54,4.505791742007813
9057-SIHCH,3,1,0,0,96.6,291.9,1,97.3,4.577798989191959
6352-GIGGQ,67,1,1,2,88.8,5903.15,0,88.11,4.4785860338786385
3635-QQRQD,62,1,2,3,20.05,1201.65,0,19.38,2.96424160646262
6771-XWBDM,57,1,0,3,104.5,5921.35,1,103.88,4.643236386794547
2897-DOVND,2,1,0,0,69.8,146.65,0,73.32,4.294833422971505
3082-YVEKW,23,1,2,2,77.15,1759.4,0,76.5,4.33729074083249
0191-EQUUH,25,0,2,2,35.05,844.45,0,33.78,3.519868911379654
7134-HBPBS,72,1,2,2,108.1,7774.05,0,107.97,4.681853410759049
3489-HHPFY,2,1,0,0,84.05,134.05,0,67.03,4.205140280369866
2926-JEJJC,8,1,1,2,20.2,140.95,0,17.62,2.8690346205080335
8601-QACRS,5,1,0,1,50.6,249.95,1,49.99,3.911822985425479
4950-BDEUX,35,0,0,0,49.2,1701.65,0,48.62,3.884034968887977
5789-LDFXO,24,1,1,0,24.6,592.65,0,24.69,3.206398303357088
0508-OOLTO,2,1,0,0,71.65,135.75,0,67.88,4.217741440366026
2984-TBYKU,72,1,2,3,104.9,7732.65,0,107.4,4.676560182074764
9822-WMWVG,41,1,0,0,106.5,4282.4,0,104.45,4.648708488002574
2391-SOORI,4,1,0,0,49.35,219.65,1,54.91,4.005695481290781
9040-KZVWO,26,1,1,2,75.5,2018.1,0,77.62,4.35182512594076
2645-QTLMB,7,1,0,0,94.25,669.0,1,95.57,4.559858963278089
4806-HIPDW,1,1,0,0,68.95,68.95,1,68.95,4.233381604239311
1548-ARAGG,4,1,0,1,58.5,224.85,0,56.21,4.029094677013983
6339-RZCBJ,48,1,2,3,78.9,3771.5,0,78.57,4.36398994718773
4424-TKOPW,2,1,0,0,93.85,196.75,1,98.38,4.588837531367194
4415-WNGVR,12,1,1,0,79.2,943.85,0,78.65,4.365007629504287
2522-AHJXR,60,1,0,2,109.45,6572.85,0,109.55,4.696381066041475
0412-UCCNP,55,1,2,0,59.2,3175.85,0,57.74,4.055950174234789
1816-FLZDK,1,0,0,1,29.15,29.15,0,29.15,3.3724549127965013
7096-UCLNH,1,1,0,1,20.05,20.05,0,20.05,2.998229153752578
8443-ZRDBZ,4,1,0,0,76.05,318.9,1,79.72,4.378520495344594
9136-ALYBR,1,0,0,1,24.45,24.45,1,24.45,3.196630215920881
4615-PIVVU,42,1,2,3,66.5,2762.75,0,65.78,4.186315840760911
8885-QSQBX,1,1,0,2,49.55,49.55,0,49.55,3.902982260775997
7479-NITWS,7,1,0,3,89.35,631.85,1,90.26,4.502694394398855
8617-ENBDS,3,1,0,3,73.6,232.5,0,77.5,4.350277936359301
9385-NXKDA,72,1,2,3,82.65,5919.35,0,82.21,4.409276949164042
0430-IHCDJ,15,1,0,0,49.0,749.25,0,49.95,3.9110225050945626
2959-MJHIC,4,1,0,0,80.35,307.4,1,76.85,4.341855469984605
6674-KVJHG,11,1,1,0,25.2,245.15,0,22.29,3.1041381473977774
1814-DKOLC,5,1,0,1,25.45,134.75,0,26.95,3.2939832973550063
4201-JMNGR,1,1,0,0,55.8,55.8,1,55.8,4.021773869387265
9351-HXDMR,72,1,2,3,110.9,8240.85,0,114.46,4.740225416980956
3537-HPKQT,55,1,0,3,77.75,4266.4,0,77.57,4.3511807545027805
2129-ALKBS,40,1,0,0,26.2,1077.5,0,26.94,3.293612170982218
5821-MMEIL,57,1,2,2,19.9,1115.6,0,19.57,2.9739977814079848
5960-WPXQM,1,1,0,0,79.05,79.05,1,79.05,4.370080563655481
0684-AOSIH,1,1,0,0,95.0,95.0,1,95.0,4.553876891600541
8260-NGFNY,1,0,0,1,25.2,25.2,1,25.2,3.2268439945173775
1309-XGFSN,52,1,1,0,80.85,4079.55,0,78.45,4.362461479179042
1866-RZZQS,41,1,0,0,98.4,4187.75,1,102.14,4.626344421219498
6968-URWQU,43,1,1,1,56.35,2391.15,0,55.61,4.018363041199472
4742-TXUEX,47,1,2,2,19.3,890.5,0,18.95,2.9418039315284354
9631-XEYKE,3,1,0,2,50.4,137.25,0,45.75,3.82319179172153
8631-NBHFZ,66,1,2,3,79.4,5154.6,1,78.1,4.35799005684564
1335-MXCSE,55,1,2,3,55.25,3119.9,0,56.73,4.038303171338476
8873-TMKGR,29,1,1,1,19.1,529.5,0,18.26,2.9047128751668225
8800-JOOCF,12,1,0,0,84.05,966.55,0,80.55,4.388878109622984
1469-LBJQJ,66,1,0,0,105.2,6936.85,0,105.1,4.6549122778829055
4958-XCBDQ,35,1,0,0,101.4,3496.3,1,99.89,4.604069580544058
8337-UPOAQ,10,1,0,0,89.8,914.3,1,91.43,4.515573652176335
0064-YIJGF,27,1,0,2,75.75,1929.0,0,71.44,4.268857936568244
2386-OWURY,58,1,0,0,95.3,5817.7,0,100.31,4.608265390895394
1725-IQNIY,54,1,2,2,109.75,6110.2,1,113.15,4.728714372079547
0310-VQXAM,9,1,0,1,19.85,178.8,0,19.87,2.9892110565637253
6598-RFFVI,2,1,1,3,19.3,28.3,1,14.15,2.649714624089247
3453-RTHJQ,6,1,0,0,69.1,435.0,0,72.5,4.283586561860629
6712-OAWRH,26,1,0,0,91.25,2351.8,1,90.45,4.504797211841304
6278-FEPBZ,9,1,0,1,20.25,186.15,0,20.68,3.0291670496402285
4280-DLSHD,8,1,0,1,54.75,445.85,0,55.73,4.020518601581445
1508-DFXCU,12,1,0,0,81.45,912.0,0,76.0,4.330733340286331
8614-VGMMV,15,1,0,0,49.1,679.55,1,45.3,3.8133070324889884
7868-BGSZA,43,1,1,0,80.2,3581.6,0,83.29,4.42232849394725
2800-QQUSO,42,1,0,0,100.3,4222.95,0,100.55,4.610655116218661
2930-UOTMB,31,1,0,3,65.25,1994.3,1,64.33,4.1640260854229085
7973-DZRKH,66,1,2,3,90.95,5930.05,0,89.85,4.498141613229568
5914-DVBWJ,18,1,0,0,85.45,1505.85,1,83.66,4.426760966014053
7698-YFGEZ,1,1,0,1,20.0,20.0,0,20.0,2.995732273553991
2533-QVMSK,61,1,2,0,94.1,5638.3,1,92.43,4.526451601276686
9773-PEQBZ,10,1,0,0,79.85,797.25,0,79.72,4.378520495344594
8644-XLFBW,1,1,0,0,71.65,71.65,1,71.65,4.271793154274181
0650-BWOZN,18,1,0,0,73.55,1359.45,0,75.53,4.324529928325356
8625-AZYZY,24,1,0,0,104.65,2542.45,1,105.94,4.66287289611638
7785-RDVIG,3,1,0,1,19.3,54.7,0,18.23,2.9030685886905716
9602-WCXPI,50,1,1,3,20.15,989.05,0,19.78,2.984671326194566
2903-YYTBW,1,1,0,0,44.55,44.55,0,44.55,3.796612153916818
3620-MWJNE,2,1,0,1,54.45,87.3,0,43.65,3.776203282285611
8573-JGCZW,17,1,1,2,19.65,351.55,0,20.68,3.0291670496402285
6837-HAEVO,69,1,2,0,105.0,7297.75,0,105.76,4.6611723761033765
6701-YVNQG,72,1,2,3,88.7,6301.7,0,87.52,4.471867338673671
9306-CPCBC,3,1,0,0,74.25,210.3,1,70.1,4.249922794040544
4304-XUMGI,50,1,2,2,75.15,3822.45,0,76.45,4.336636932375072
9504-YAZWB,53,1,2,1,20.25,1048.45,0,19.78,2.984671326194566
8819-ZBYNA,58,1,2,3,109.1,6393.65,0,110.24,4.7026598072653485
6174-NRBTZ,46,0,1,2,30.75,1489.3,0,32.38,3.477540948249489
9481-IEBZY,72,1,0,3,112.9,8061.5,0,111.97,4.718230978272105
1833-VGRUM,1,1,0,0,74.2,74.2,1,74.2,4.3067641501733345
6137-NICCO,6,1,0,1,94.05,518.75,0,86.46,4.4596818792394854
9065-ZCPQX,72,1,2,2,78.85,5763.15,0,80.04,4.382526509715532
6402-EJMWF,4,1,0,1,55.3,238.5,0,59.62,4.087991088249925
3620-EHIMZ,52,1,2,1,19.35,1031.7,0,19.84,2.987700101856727
3213-VVOLG,0,1,2,1,25.35,1397.475,0,inf,inf
6870-ECSHE,2,1,1,1,20.45,34.8,0,17.4,2.856470206220483
8747-UDCOI,65,1,2,2,19.35,1319.95,0,20.31,3.011113375592293
8374-XGEJJ,43,1,0,0,101.0,4388.4,1,102.06,4.625560875635825
2656-TABEH,4,1,0,0,100.2,420.2,1,105.05,4.654436427291009
6946-LMSQS,25,1,1,0,89.05,2177.45,1,87.1,4.467056883858457
4626-OZDTJ,51,1,1,3,78.65,3950.85,0,77.47,4.349890764643811
9169-BSVIN,12,1,0,2,74.75,827.05,0,68.92,4.232946411659729
2325-ZUSFD,57,1,1,2,70.1,3913.3,1,68.65,4.229021132213981
8194-PEEBY,24,1,1,1,19.9,533.5,0,22.23,3.101442727976105
6872-HXFNF,64,1,1,2,58.35,3756.45,0,58.69,4.072269354570243
3932-CMDTD,4,1,1,0,105.65,443.9,1,110.98,4.709350004897755
7714-YXSMB,26,1,0,2,100.5,2599.95,0,100.0,4.605170185988092
8387-UGUSU,15,1,0,1,20.05,284.3,0,18.95,2.9418039315284354
1080-BWSYE,64,1,2,3,25.65,1740.8,0,27.2,3.3032169733019514
4039-HEUNW,36,1,0,0,96.5,3436.1,1,95.45,4.558602550171757
1194-HVAIF,27,1,0,3,95.0,2462.55,0,91.21,4.513164540192067
0812-WUPTB,1,1,0,1,70.85,70.85,1,70.85,4.260564966136689
3594-UVONA,35,1,1,3,85.95,3110.1,1,88.86,4.487062097507763
0004-TLHLJ,4,1,0,0,73.9,280.85,1,70.21,4.2514907510291575
1767-TGTKO,8,1,0,0,45.45,411.75,0,51.47,3.940999113664663
8439-LTUGF,10,1,0,3,20.0,198.6,0,19.86,2.9887076586170265
8805-JNRAZ,2,1,0,1,49.2,103.7,0,51.85,3.948354934675536
5089-IFSDP,58,1,2,2,109.45,6144.55,1,105.94,4.66287289611638
6418-HNFED,51,1,2,3,83.25,4089.45,0,80.19,4.384398818818937
0206-OYVOC,46,1,2,1,19.25,864.2,0,18.79,2.933324813425374
7291-CDTMJ,1,1,0,2,19.65,19.65,0,19.65,2.9780773383152703
7128-GGCNO,46,1,0,2,72.8,3249.4,0,70.64,4.257596556295705
0237-YFUTL,50,1,0,2,109.65,5405.8,0,108.12,4.683241721408247
7691-KGKGP,53,1,0,3,65.0,3363.8,0,63.47,4.150567353318379
6710-HSJRD,61,1,0,0,114.1,7132.15,0,116.92,4.761489940243045
3675-EQOZA,5,1,0,2,20.65,93.55,0,18.71,2.9290581402859983
0840-DCNZE,47,1,1,2,86.95,4138.9,0,88.06,4.478018400327608
1732-FEKLD,54,1,1,2,94.75,5121.75,0,94.85,4.552296696381023
9862-KJTYK,19,0,0,3,25.35,566.1,0,29.79,3.394172766725191
0479-HMSWA,26,1,2,0,105.45,2715.3,0,104.43,4.648516990491458
5854-KSRBJ,70,1,2,1,25.4,1782.05,0,25.46,3.2371085931292605
0365-BZUWY,17,1,0,0,102.55,1742.5,0,102.5,4.629862798578463
4817-VYYWS,30,1,0,0,100.2,2983.8,1,99.46,4.599755553286593
5701-SVCWR,1,1,0,1,24.0,24.0,0,24.0,3.1780538303479458
3129-AAQOU,19,1,2,1,25.6,485.9,0,25.57,3.2414197893030954
4922-CVPDX,26,1,2,3,73.5,1905.7,0,73.3,4.294560608892605
1396-QWFBJ,21,1,0,2,74.05,1565.7,1,74.56,4.311604170377335
1357-BIJKI,50,1,1,0,98.25,4858.7,0,97.17,4.576462021851348
1099-BTKWT,68,0,1,0,54.4,3723.65,0,54.76,4.002960000420248
5299-SJCZT,3,1,0,2,101.55,298.35,1,99.45,4.599655005299981
2018-PZKMU,9,1,0,0,103.1,970.45,0,107.83,4.680555912893981
7340-KEFQE,51,0,2,2,34.2,1782.0,0,34.94,3.5536323047059106
4570-QHXHL,9,1,0,0,43.75,405.7,0,45.08,3.8084386891715756
2403-BCASL,41,1,1,0,111.95,4534.9,1,110.61,4.706010500914163
7392-YYPYJ,22,1,0,0,100.65,2415.95,0,109.82,4.698842661850726
2898-LSJGD,21,0,1,0,55.95,1157.05,1,55.1,4.009149716158869
2223-GDSHL,71,1,2,2,116.05,8297.5,0,116.87,4.761062205945065
7359-PTSXY,1,1,0,0,45.75,45.75,1,45.75,3.82319179172153
9470-RTWDV,26,1,1,3,82.0,2083.1,0,80.12,4.383525510797617
2176-OSJUV,71,1,2,2,65.15,4681.75,0,65.94,4.188745237643585
9348-YVOMK,4,1,0,3,44.8,176.2,0,44.05,3.7853253523821886
8104-OSKWT,12,1,0,0,79.8,1001.2,0,83.43,4.424007956913983
4521-YEEHE,18,1,0,0,88.85,1594.75,0,88.6,4.484131857611035
4090-KPJIP,3,1,0,0,74.95,212.4,0,70.8,4.259859000699674
3786-WOVKF,72,1,1,2,106.85,7677.4,0,106.63,4.669364898030088
4503-BDXBD,11,1,0,0,74.95,815.5,1,74.14,4.305955197722586
6086-ESGRL,1,1,0,3,80.15,80.15,1,80.15,4.383899879055562
2592-HODOV,13,1,1,3,19.3,259.65,0,19.97,2.994231147427724
3886-CERTZ,72,1,1,0,109.25,8109.8,1,112.64,4.724196892409732
7995-ZHHNZ,42,1,1,3,56.1,2386.85,0,56.83,4.04006435530903
3824-RHKVR,17,1,0,3,19.7,340.35,0,20.02,2.9967317738870745
5816-SCGFC,7,1,0,1,51.3,419.35,0,59.91,4.0928434360958335
5989-AXPUC,68,1,2,1,118.6,7990.05,0,117.5,4.7664383335842135
4979-HPRFL,56,1,2,2,24.15,1402.25,0,25.04,3.2204745462318978
8590-OHDIW,38,1,1,1,20.3,749.35,0,19.72,2.9816333491744893
8015-IHCGW,72,1,2,0,115.5,8425.15,0,117.02,4.76234486036009
2332-TODQS,48,1,1,3,25.05,1171.5,0,24.41,3.1949928844048685
9278-VZKCD,52,1,0,0,109.1,5647.95,0,108.61,4.687763484291945
8008-OTEZX,35,1,1,1,19.65,708.8,0,20.25,3.0081547935525483
2773-OVBPK,67,1,2,2,111.3,7567.2,0,112.94,4.726856704244691
5999-LCXAO,1,0,0,1,29.9,29.9,0,29.9,3.3978584803966405
5206-XZZQI,53,1,0,1,80.6,4348.1,0,82.04,4.40720693320418
4803-LBYPN,34,1,0,1,20.8,635.9,0,18.7,2.928523523860541
5759-RCVCB,3,0,0,3,35.2,108.95,1,36.32,3.5923685537330927
6372-RFVNS,1,1,0,0,78.8,78.8,1,78.8,4.366912996863833
2139-FQHLM,19,1,0,1,89.95,1682.4,0,88.55,4.4835673642288425
8261-GWDBQ,60,1,2,2,116.05,6925.9,0,115.43,4.748664285626821
1093-YSWCA,11,1,2,3,19.55,223.15,0,20.29,3.0101281538377234
8938-UMKPI,47,1,0,0,106.4,5127.95,1,109.11,4.692356547667007
0991-BRRFB,18,1,0,0,49.4,874.8,1,48.6,3.883623530906448
3882-IYOIJ,60,1,2,3,115.25,6758.45,0,112.64,4.724196892409732
8749-TZYEC,72,1,2,3,24.8,1874.3,0,26.03,3.259249719006474
1755-FZQEC,39,1,1,1,19.9,791.15,0,20.29,3.0101281538377234
3115-JPJDD,59,1,1,3,81.25,4639.45,0,78.63,4.364753306003425
5600-KTXFM,2,1,0,1,69.95,143.9,0,71.95,4.2759714333333765
3871-IKPYH,1,1,0,0,69.1,69.1,1,69.1,4.235554730773624
6319-IEJWJ,20,1,0,0,90.2,1776.55,1,88.83,4.486724430781609
9025-AOMKI,6,1,0,2,93.55,536.4,1,89.4,4.493120682179469
6339-TBELP,71,1,2,3,86.4,6172.0,0,86.93,4.465103197090973
7964-YESJC,24,1,0,1,66.3,1559.45,0,64.98,4.174079530240954
6173-GOLSU,67,1,0,3,94.65,6079.0,0,90.73,4.507888063181538
5275-SQEIZ,1,1,0,1,80.85,80.85,1,80.85,4.392595586023115
7716-YTYHG,48,1,1,1,82.05,4029.95,1,83.96,4.430340494952432
9938-ZREHM,37,1,1,1,72.1,2658.4,0,71.85,4.274580612525034
7950-XWOVN,11,0,0,1,34.7,383.55,0,34.87,3.5516268606875596
4390-KYULV,3,1,0,3,20.55,51.15,1,17.05,2.8361502037295256
4647-MUZON,18,1,0,3,95.95,1745.5,0,96.97,4.574401652316455
9702-AIUJO,50,1,1,2,44.8,2230.85,0,44.62,3.7981821890043865
8849-PRIQJ,67,1,1,0,109.4,7281.6,0,108.68,4.688407784558147
8851-RAGOV,25,1,0,1,71.05,1837.7,0,73.51,4.297421451385996
1304-NECVQ,2,1,0,0,78.55,149.55,1,74.78,4.314550469548967
5396-IZEPB,9,1,0,3,19.7,180.7,0,20.08,2.9997242948235283
1729-VLAZJ,10,0,1,1,40.25,411.45,0,41.14,3.716980884224811
8285-ABVLB,70,1,2,3,19.85,1328.35,0,18.98,2.9433857931817817
0701-TJSEF,9,1,0,2,68.25,576.95,0,64.11,4.160600357999166
5712-VBOXD,4,1,0,3,20.15,68.45,0,17.11,2.839663087904102
6629-LADHQ,2,1,0,1,50.95,123.05,0,61.52,4.119362325197389
8945-GRKHX,1,1,0,0,78.65,78.65,1,78.65,4.365007629504287
1559-DTODC,19,0,0,2,25.15,468.35,0,24.65,3.204776900488699
4797-MIWUM,7,1,0,2,20.25,174.7,0,24.96,3.217274543501227
6959-UWKHF,1,1,0,0,42.9,42.9,1,42.9,3.758871825933971
8720-RQSBJ,1,1,0,0,44.0,44.0,0,44.0,3.784189633918261
4537-CIBHB,9,1,1,1,20.25,172.35,0,19.15,2.952302715626655
3815-SLMEF,3,0,0,1,34.25,139.35,1,46.45,3.8383764652598478
5154-VEKBL,9,0,0,1,58.5,539.85,1,59.98,4.094011173320863
4324-AHJKS,5,1,0,3,55.8,300.4,0,60.08,4.09567700745588
4355-CVPVS,56,1,1,2,88.9,4968.0,0,88.71,4.485372622532496
4495-LHSSK,18,1,0,1,57.65,992.7,0,55.15,4.0100567456995115
5655-JSMZM,49,1,0,0,96.2,4718.25,1,96.29,4.567364471252192
5915-ANOEI,70,1,2,1,79.15,5536.5,0,79.09,4.370586444531326
9861-PDSZP,72,1,2,3,108.05,7806.6,0,108.43,4.68610480348409
4505-EXZHB,6,1,0,0,74.4,434.1,1,72.35,4.281515453077493
7225-CBZPL,17,1,0,0,94.8,1563.9,0,91.99,4.521679875489066
6704-UTUKK,29,0,0,0,45.9,1332.4,0,45.94,3.8273361972609523
4587-VVTOX,6,1,0,0,105.3,545.2,1,90.87,4.5094299137072555
2019-HDCZY,63,1,2,0,102.6,6296.75,0,99.95,4.604670060946409
4652-NNHNY,16,1,0,2,73.85,1284.2,1,80.26,4.385271364838771
8788-DOXSU,59,1,1,2,61.35,3645.5,0,61.79,4.123741539072888
7404-JLKQG,3,1,0,0,57.55,161.45,0,53.82,3.9856451452987596
7421-ZLUPA,8,0,0,1,29.25,226.95,0,28.37,3.34533224882076
